respuesta_id,fecha,canal,region,segmento_cliente,nps_score,satisfaccion,tiempo_resolucion_dias,comentario
615,2024-05-04,App,Oeste,VIP,8,4,4.4,"El servicio estuvo bien, sin más."
616,2024-05-06,Web,Este,VIP,8,4,1,Ni bueno ni malo.
617,2024-05-02,App,Norte,Nuevo,8,4,4.5,Cumplió lo básico.
618,2024-05-03,App,Oeste,Nuevo,7,4,3.9,Cumplió lo básico.
619,2024-05-07,App,Este,Nuevo,6,3,4.2,No resolvieron mi problema.
620,2024-05-05,Sucursal,Centro,Recurrente,7,4,2.4,"El servicio estuvo bien, sin más."
621,2024-05-04,App,Centro,VIP,7,4,3.5,Cumplió lo básico.
622,2024-05-07,Call Center,Centro,Recurrente,4,3,6.1,"Pésima atención, no lo recomiendo."
623,2024-05-08,Web,Norte,VIP,8,4,2.5,"El servicio estuvo bien, sin más."
624,2024-05-09,Call Center,Oeste,VIP,4,2,3.9,No resolvieron mi problema.
625,2024-05-04,Web,Norte,Recurrente,7,4,1.2,Podría mejorar los tiempos de espera.
626,2024-05-09,Call Center,Oeste,VIP,6,3,5.4,"Pésima atención, no lo recomiendo."
627,2024-05-07,Sucursal,Sur,Nuevo,7,3,3.6,Ni bueno ni malo.
628,2024-05-10,Call Center,Sur,Recurrente,4,3,2.6,No resolvieron mi problema.
629,2024-05-08,App,Sur,VIP,7,3,1.6,"El servicio estuvo bien, sin más."
630,2024-05-09,Sucursal,Norte,Recurrente,6,3,2,"Mala comunicación, muy frustrante."
631,2024-05-09,Call Center,Norte,Recurrente,5,2,4.8,El proceso fue confuso y lento.
632,2024-05-09,App,Oeste,Nuevo,8,4,2.5,Podría mejorar los tiempos de espera.
633,2024-05-10,App,Centro,VIP,8,5,4.6,"El servicio estuvo bien, sin más."
634,2024-05-07,Call Center,Norte,VIP,7,4,4.2,Podría mejorar los tiempos de espera.
635,2024-05-10,Sucursal,Oeste,Nuevo,6,4,1.7,"Mala comunicación, muy frustrante."
636,2024-05-05,Sucursal,Este,Recurrente,7,4,2.5,"El servicio estuvo bien, sin más."
637,2024-05-10,Call Center,Sur,Recurrente,5,3,3.8,El proceso fue confuso y lento.
638,2024-05-10,Web,Centro,VIP,8,4,2.1,"El servicio estuvo bien, sin más."
639,2024-05-08,Web,Centro,Recurrente,6,4,2.7,"Pésima atención, no lo recomiendo."
640,2024-05-06,App,Norte,Nuevo,8,4,1.2,Podría mejorar los tiempos de espera.
641,2024-05-06,Web,Sur,VIP,8,4,2.7,"El servicio estuvo bien, sin más."
642,2024-05-10,Call Center,Sur,Recurrente,5,3,5.6,El proceso fue confuso y lento.
643,2024-05-12,App,Oeste,VIP,9,5,2.4,"Muy buena atención, resolvieron rápido."
644,2024-05-13,Web,Este,VIP,9,5,2.6,El equipo fue muy amable y claro.
645,2024-05-08,Web,Centro,VIP,9,4,1.8,"Muy buena atención, resolvieron rápido."
646,2024-05-07,Web,Este,VIP,8,4,4.8,"El servicio estuvo bien, sin más."
647,2024-05-12,Web,Norte,Recurrente,9,5,4.8,Gran experiencia de principio a fin.
648,2024-05-09,Web,Sur,VIP,8,4,2.7,Ni bueno ni malo.
649,2024-05-08,Call Center,Sur,Nuevo,3,3,5,El proceso fue confuso y lento.
650,2024-05-10,Web,Sur,VIP,7,4,4.2,"El servicio estuvo bien, sin más."
651,2024-05-10,Sucursal,Sur,Nuevo,9,5,1.8,"Excelente servicio, volvería a comprar."
652,2024-05-11,Web,Centro,VIP,9,4,1.4,El equipo fue muy amable y claro.
653,2024-05-12,Web,Sur,Recurrente,8,5,3.8,Podría mejorar los tiempos de espera.
654,2024-05-10,Call Center,Oeste,Recurrente,4,3,3.7,"Pésima atención, no lo recomiendo."
655,2024-05-13,Sucursal,Sur,Nuevo,7,4,1.5,Cumplió lo básico.
656,2024-05-09,Sucursal,Sur,Recurrente,8,4,2.7,"El servicio estuvo bien, sin más."
657,2024-05-14,Web,Norte,Recurrente,6,4,2.9,"Pésima atención, no lo recomiendo."
658,2024-05-15,App,Oeste,Nuevo,6,4,2.9,No resolvieron mi problema.
659,2024-05-14,App,Oeste,VIP,9,5,3.9,"Excelente servicio, volvería a comprar."
660,2024-05-13,Call Center,Norte,Recurrente,4,3,4.3,No resolvieron mi problema.
661,2024-05-13,Call Center,Sur,Nuevo,4,2,6.1,"Mala comunicación, muy frustrante."
662,2024-05-11,App,Este,Nuevo,8,4,2.3,Cumplió lo básico.
663,2024-05-13,Call Center,Centro,Recurrente,5,4,6.4,El proceso fue confuso y lento.
664,2024-05-14,Call Center,Oeste,Recurrente,5,3,3,Tuve que esperar demasiado tiempo.
665,2024-05-17,Web,Sur,Recurrente,6,3,5,"Pésima atención, no lo recomiendo."
666,2024-05-17,Web,Centro,VIP,9,4,4.4,"Muy buena atención, resolvieron rápido."
667,2024-05-16,Web,Oeste,Recurrente,7,4,4.7,Podría mejorar los tiempos de espera.
668,2024-05-13,App,Norte,VIP,9,5,2.9,Todo funcionó como esperaba.
669,2024-05-13,Web,Norte,Recurrente,8,4,4,Podría mejorar los tiempos de espera.
670,2024-05-15,App,Norte,Nuevo,8,4,1.1,Cumplió lo básico.
671,2024-05-16,Call Center,Sur,Nuevo,5,3,4.5,El proceso fue confuso y lento.
672,2024-05-17,Sucursal,Centro,Nuevo,7,4,2.9,Podría mejorar los tiempos de espera.
673,2024-05-19,Sucursal,Este,Nuevo,8,5,1.7,Cumplió lo básico.
674,2024-05-18,Sucursal,Centro,Nuevo,7,4,4.4,Cumplió lo básico.
675,2024-05-14,App,Este,VIP,8,5,4.1,"El servicio estuvo bien, sin más."
676,2024-05-18,App,Este,Nuevo,9,5,1.6,Gran experiencia de principio a fin.
677,2024-05-17,Web,Este,Recurrente,7,4,2.1,Podría mejorar los tiempos de espera.
678,2024-05-18,App,Sur,VIP,8,5,2.5,"El servicio estuvo bien, sin más."
679,2024-05-17,Sucursal,Sur,VIP,7,4,3.8,Cumplió lo básico.
680,2024-05-17,Web,Centro,Recurrente,9,4,3,"Excelente servicio, volvería a comprar."
681,2024-05-18,Call Center,Norte,Nuevo,6,4,2.6,El proceso fue confuso y lento.
682,2024-05-16,Sucursal,Sur,Nuevo,7,3,3.2,Ni bueno ni malo.
683,2024-05-18,App,Centro,Recurrente,7,4,2.2,"El servicio estuvo bien, sin más."
684,2024-05-21,Web,Centro,VIP,9,4,3,El equipo fue muy amable y claro.
685,2024-05-17,Sucursal,Este,VIP,7,4,2.8,Cumplió lo básico.
686,2024-05-18,Sucursal,Norte,Nuevo,8,4,2.6,Ni bueno ni malo.
687,2024-05-17,Call Center,Norte,Nuevo,4,3,4.7,"Mala comunicación, muy frustrante."
688,2024-05-22,Web,Este,VIP,7,4,1.7,Cumplió lo básico.
689,2024-05-22,Call Center,Este,Nuevo,5,3,4.7,El proceso fue confuso y lento.
690,2024-05-18,App,Este,VIP,7,4,4.6,Cumplió lo básico.
691,2024-05-19,Call Center,Centro,Nuevo,3,3,4.4,El proceso fue confuso y lento.
692,2024-05-21,Sucursal,Oeste,Nuevo,6,3,3.1,Tuve que esperar demasiado tiempo.
693,2024-05-17,Call Center,Norte,Nuevo,4,2,3.8,El proceso fue confuso y lento.
694,2024-05-23,Call Center,Oeste,Recurrente,6,4,2.8,El proceso fue confuso y lento.
695,2024-05-20,Call Center,Este,Nuevo,4,3,2.8,"Mala comunicación, muy frustrante."
696,2024-05-18,Call Center,Oeste,Recurrente,5,3,4.7,No resolvieron mi problema.
697,2024-05-24,Sucursal,Este,VIP,8,4,26,"El servicio estuvo bien, sin más."
698,2024-05-24,App,Sur,Recurrente,8,5,1.4,"El servicio estuvo bien, sin más."
699,2024-05-19,Sucursal,Este,Nuevo,8,4,3.7,"El servicio estuvo bien, sin más."
700,2024-05-23,Web,Sur,Nuevo,6,3,4.9,No resolvieron mi problema.
701,2024-05-24,Sucursal,Norte,Nuevo,9,5,2,"Muy buena atención, resolvieron rápido."
702,2024-05-23,Call Center,Norte,Recurrente,4,3,5.5,"Mala comunicación, muy frustrante."
703,2024-05-21,App,Este,VIP,9,4,4,Gran experiencia de principio a fin.
704,2024-05-21,App,Centro,Nuevo,8,4,2.9,Cumplió lo básico.
705,2024-05-24,App,Norte,Recurrente,8,4,1.7,Ni bueno ni malo.
706,2024-05-20,Call Center,Este,Recurrente,5,3,2.9,"Mala comunicación, muy frustrante."
707,2024-05-21,Call Center,Sur,Nuevo,4,3,4.5,No resolvieron mi problema.
708,2024-05-24,App,Norte,VIP,9,5,3.6,"Excelente servicio, volvería a comprar."
709,2024-05-23,Sucursal,Oeste,VIP,7,3,4,Podría mejorar los tiempos de espera.
710,2024-05-20,Call Center,Este,Nuevo,4,3,2.9,Tuve que esperar demasiado tiempo.
711,2024-05-25,Web,Centro,Nuevo,8,4,4.7,Cumplió lo básico.
712,2024-05-24,Web,Centro,Nuevo,7,3,2.9,Podría mejorar los tiempos de espera.
713,2024-05-26,Sucursal,Centro,Recurrente,7,3,1,Ni bueno ni malo.
714,2024-05-26,Web,Sur,Nuevo,6,4,4.1,"Mala comunicación, muy frustrante."
715,2024-05-26,Web,Centro,VIP,9,4,1,"Muy buena atención, resolvieron rápido."
716,2024-05-22,App,Este,Nuevo,8,4,4.9,Podría mejorar los tiempos de espera.
717,2024-05-27,App,Centro,VIP,7,4,4.7,Cumplió lo básico.
718,2024-05-23,App,Este,Nuevo,7,3,1.4,Cumplió lo básico.
719,2024-05-26,Sucursal,Oeste,Nuevo,7,4,4,Cumplió lo básico.
720,2024-05-23,Web,Oeste,VIP,9,5,1.6,Todo funcionó como esperaba.
721,2024-05-25,Sucursal,Este,Nuevo,8,4,3,Ni bueno ni malo.
722,2024-05-24,Web,Oeste,Recurrente,7,4,20,"El servicio estuvo bien, sin más."
723,2024-05-27,Web,Centro,VIP,9,4,3.9,"Muy buena atención, resolvieron rápido."
724,2024-05-28,Sucursal,Sur,Recurrente,7,4,2.6,Ni bueno ni malo.
725,2024-05-27,Call Center,Centro,VIP,5,3,3.8,"Pésima atención, no lo recomiendo."
726,2024-05-27,App,Centro,VIP,8,5,3.9,"El servicio estuvo bien, sin más."
727,2024-05-27,App,Este,VIP,9,4,4.4,Todo funcionó como esperaba.
728,2024-05-24,Web,Sur,VIP,9,5,4.8,Todo funcionó como esperaba.
729,2024-05-26,Call Center,Sur,VIP,4,3,3.6,No resolvieron mi problema.
730,2024-05-28,Sucursal,Oeste,Nuevo,8,4,1.4,"El servicio estuvo bien, sin más."
731,2024-05-25,Web,Centro,Recurrente,7,3,3.6,Podría mejorar los tiempos de espera.
732,2024-05-25,App,Centro,Nuevo,8,4,1.7,Cumplió lo básico.
733,2024-05-30,App,Sur,Nuevo,8,4,4.7,Cumplió lo básico.
734,2024-05-27,Sucursal,Sur,VIP,8,4,1.6,Cumplió lo básico.
735,2024-05-26,Sucursal,Oeste,VIP,9,5,1.4,Gran experiencia de principio a fin.
736,2024-05-30,Web,Sur,VIP,8,4,1.2,Ni bueno ni malo.
737,2024-05-31,Sucursal,Norte,Nuevo,8,4,1.8,"El servicio estuvo bien, sin más."
738,2024-05-31,App,Este,Recurrente,6,4,4.4,El proceso fue confuso y lento.
739,2024-05-26,Sucursal,Este,VIP,9,5,1.9,"Excelente servicio, volvería a comprar."
740,2024-06-01,Sucursal,Sur,Nuevo,8,5,3.4,Ni bueno ni malo.
741,2024-05-29,Sucursal,Este,Nuevo,7,4,1.7,Ni bueno ni malo.
742,2024-06-02,Call Center,Sur,VIP,4,2,3.5,"Mala comunicación, muy frustrante."
743,2024-05-31,App,Oeste,Recurrente,6,3,1.1,"Mala comunicación, muy frustrante."
744,2024-06-01,Call Center,Norte,Nuevo,5,3,5.7,No resolvieron mi problema.
745,2024-06-01,Web,Oeste,Recurrente,9,4,4.2,El equipo fue muy amable y claro.
746,2024-06-01,Call Center,Centro,VIP,4,2,3.6,"Pésima atención, no lo recomiendo."
747,2024-06-02,Call Center,Oeste,VIP,5,3,4.5,"Mala comunicación, muy frustrante."
748,2024-05-31,Sucursal,Este,Nuevo,7,4,3.7,Ni bueno ni malo.
749,2024-06-02,Sucursal,Este,VIP,10,5,1.4,"Excelente servicio, volvería a comprar."
750,2024-05-28,Sucursal,Centro,Nuevo,8,5,1,"El servicio estuvo bien, sin más."
751,2024-06-02,Web,Sur,VIP,8,5,3.5,"El servicio estuvo bien, sin más."
752,2024-06-03,App,Este,Recurrente,8,4,1.9,Cumplió lo básico.
753,2024-06-01,App,Centro,Recurrente,8,4,1.3,Ni bueno ni malo.
754,2024-05-30,Call Center,Centro,Recurrente,5,3,4,"Pésima atención, no lo recomiendo."
755,2024-05-30,Call Center,Este,Recurrente,6,3,4.2,No resolvieron mi problema.
756,2024-06-03,App,Norte,Recurrente,8,4,2.8,"El servicio estuvo bien, sin más."
757,2024-06-04,Web,Norte,Nuevo,6,4,3.8,El proceso fue confuso y lento.
758,2024-05-30,Call Center,Sur,Recurrente,5,3,4.2,No resolvieron mi problema.
759,2024-06-01,App,Este,VIP,7,4,4.6,"El servicio estuvo bien, sin más."
760,2024-05-31,App,Este,Nuevo,7,4,2.3,Cumplió lo básico.
761,2024-06-06,App,Centro,Nuevo,7,3,5,Cumplió lo básico.
762,2024-06-03,Sucursal,Este,Nuevo,6,4,1.6,"Mala comunicación, muy frustrante."
763,2024-06-01,App,Norte,VIP,7,3,1.1,Ni bueno ni malo.
764,2024-06-03,Call Center,Este,VIP,6,4,6,"Mala comunicación, muy frustrante."
765,2024-06-04,App,Sur,Nuevo,9,5,4.8,Gran experiencia de principio a fin.
766,2024-06-04,Web,Este,Nuevo,7,3,3.1,Cumplió lo básico.
767,2024-06-06,Web,Sur,Recurrente,8,5,4.3,Podría mejorar los tiempos de espera.
768,2024-06-04,Web,Sur,VIP,9,4,1.4,"Muy buena atención, resolvieron rápido."
769,2024-06-07,Call Center,Sur,Recurrente,4,3,4.9,"Pésima atención, no lo recomiendo."
770,2024-06-04,Web,Centro,Nuevo,6,3,3.3,El proceso fue confuso y lento.
771,2024-06-08,Sucursal,Sur,VIP,7,3,2.1,Podría mejorar los tiempos de espera.
772,2024-06-02,Call Center,Oeste,Recurrente,4,3,6.4,No resolvieron mi problema.
773,2024-06-08,App,Norte,VIP,8,5,4.6,Ni bueno ni malo.
774,2024-06-07,Call Center,Norte,VIP,6,4,3.6,"Pésima atención, no lo recomiendo."
775,2024-06-08,Call Center,Centro,VIP,7,4,4.1,Cumplió lo básico.
776,2024-06-05,Sucursal,Oeste,VIP,9,5,3.1,"Excelente servicio, volvería a comprar."
777,2024-06-07,Web,Este,Recurrente,7,4,4.4,"El servicio estuvo bien, sin más."
778,2024-06-08,Web,Norte,VIP,9,4,3.7,Todo funcionó como esperaba.
779,2024-06-05,Sucursal,Norte,Recurrente,8,4,1.8,Ni bueno ni malo.
780,2024-06-05,Sucursal,Sur,VIP,9,5,3.9,Gran experiencia de principio a fin.
781,2024-06-10,Call Center,Oeste,Nuevo,5,3,4.4,Tuve que esperar demasiado tiempo.
782,2024-06-08,Web,Este,VIP,9,4,3.9,"Muy buena atención, resolvieron rápido."
783,2024-06-07,Web,Norte,VIP,9,5,3.7,El equipo fue muy amable y claro.
784,2024-06-10,Sucursal,Oeste,VIP,8,4,3.4,Cumplió lo básico.
785,2024-06-11,Web,Este,Nuevo,8,4,4.1,Podría mejorar los tiempos de espera.
786,2024-06-05,Call Center,Oeste,Recurrente,3,3,4.2,No resolvieron mi problema.
787,2024-06-07,Web,Oeste,VIP,9,5,4.2,"Muy buena atención, resolvieron rápido."
788,2024-06-06,Web,Oeste,Nuevo,8,5,1.6,Cumplió lo básico.
789,2024-06-09,Web,Centro,Nuevo,8,4,4,"El servicio estuvo bien, sin más."
790,2024-06-07,App,Oeste,VIP,8,4,4.2,"El servicio estuvo bien, sin más."
791,2024-06-12,Call Center,Norte,Recurrente,4,2,4.9,No resolvieron mi problema.
792,2024-06-06,App,Este,Nuevo,8,4,2.5,Podría mejorar los tiempos de espera.
793,2024-06-06,Sucursal,Norte,Recurrente,9,4,2.5,"Excelente servicio, volvería a comprar."
794,2024-06-12,App,Norte,Recurrente,6,3,4.4,"Mala comunicación, muy frustrante."
795,2024-06-07,App,Centro,Recurrente,8,4,1.3,"El servicio estuvo bien, sin más."
796,2024-06-11,Web,Oeste,VIP,8,5,2,"El servicio estuvo bien, sin más."
797,2024-06-07,Call Center,Centro,VIP,4,2,5.2,"Pésima atención, no lo recomiendo."
798,2024-06-09,Web,Sur,Nuevo,8,5,3.3,Ni bueno ni malo.
799,2024-06-13,Sucursal,Este,Recurrente,7,4,1.8,Ni bueno ni malo.
800,2024-06-14,Sucursal,Centro,Recurrente,8,4,4.2,"El servicio estuvo bien, sin más."
801,2024-06-13,Call Center,Sur,Recurrente,6,3,5,No resolvieron mi problema.
802,2024-06-11,App,Sur,Recurrente,9,4,4.8,El equipo fue muy amable y claro.
803,2024-06-11,App,Centro,Nuevo,6,3,5,"Pésima atención, no lo recomiendo."
804,2024-06-14,Call Center,Este,Recurrente,5,3,2.6,"Pésima atención, no lo recomiendo."
805,2024-06-09,Sucursal,Sur,Nuevo,7,4,2.1,Cumplió lo básico.
806,2024-06-10,App,Oeste,Recurrente,8,4,5,"El servicio estuvo bien, sin más."
807,2024-06-13,Call Center,Centro,Recurrente,4,3,4.3,"Pésima atención, no lo recomiendo."
808,2024-06-12,Call Center,Centro,Nuevo,4,3,6.1,Tuve que esperar demasiado tiempo.
809,2024-06-09,Call Center,Norte,Nuevo,4,2,4.8,Tuve que esperar demasiado tiempo.
810,2024-06-14,Web,Centro,VIP,7,4,3.8,"El servicio estuvo bien, sin más."
811,2024-06-13,Call Center,Este,Recurrente,4,2,4.9,No resolvieron mi problema.
812,2024-06-15,App,Centro,Recurrente,9,4,2.8,"Muy buena atención, resolvieron rápido."
813,2024-06-15,Call Center,Oeste,Nuevo,3,3,4.6,"Mala comunicación, muy frustrante."
814,2024-06-15,App,Oeste,Nuevo,7,3,1.4,Podría mejorar los tiempos de espera.
815,2024-06-17,Sucursal,Oeste,Nuevo,9,5,2.5,Todo funcionó como esperaba.
816,2024-06-15,Sucursal,Este,Recurrente,9,4,3.6,Todo funcionó como esperaba.
817,2024-06-11,App,Oeste,Recurrente,8,4,1.6,Ni bueno ni malo.
818,2024-06-14,Sucursal,Sur,Nuevo,7,3,1.6,Cumplió lo básico.
819,2024-06-12,Web,Oeste,Recurrente,6,3,4.4,"Mala comunicación, muy frustrante."
820,2024-06-14,App,Centro,Recurrente,8,4,3.2,"El servicio estuvo bien, sin más."
821,2024-06-13,Sucursal,Este,Recurrente,8,5,28,Podría mejorar los tiempos de espera.
822,2024-06-13,Sucursal,Oeste,VIP,9,5,4.7,"Muy buena atención, resolvieron rápido."
823,2024-06-13,App,Oeste,Nuevo,7,4,4.3,Ni bueno ni malo.
824,2024-06-18,Call Center,Centro,VIP,5,3,41,El proceso fue confuso y lento.
825,2024-06-19,App,Este,VIP,8,4,3.8,Ni bueno ni malo.
826,2024-06-15,Call Center,Centro,Nuevo,4,3,4,Tuve que esperar demasiado tiempo.
827,2024-06-16,App,Oeste,Nuevo,8,4,2.1,"El servicio estuvo bien, sin más."
828,2024-06-17,Call Center,Centro,VIP,5,3,5.1,No resolvieron mi problema.
829,2024-06-13,Call Center,Centro,Nuevo,3,3,5.6,El proceso fue confuso y lento.
830,2024-06-20,Call Center,Oeste,Nuevo,4,3,5.9,"Mala comunicación, muy frustrante."
831,2024-06-17,Sucursal,Centro,Recurrente,7,4,1.7,"El servicio estuvo bien, sin más."
832,2024-06-14,Sucursal,Este,Recurrente,7,4,4.9,Ni bueno ni malo.
833,2024-06-19,Web,Centro,Recurrente,7,4,2.9,Cumplió lo básico.
834,2024-06-15,App,Sur,VIP,10,5,5,Todo funcionó como esperaba.
835,2024-06-15,Sucursal,Centro,Recurrente,7,3,3.9,Ni bueno ni malo.
836,2024-06-15,Web,Centro,Nuevo,8,4,4.7,Ni bueno ni malo.
837,2024-06-16,Call Center,Oeste,Recurrente,4,2,6,El proceso fue confuso y lento.
838,2024-06-21,Sucursal,Este,Nuevo,7,4,4.2,Cumplió lo básico.
839,2024-06-18,Web,Este,Nuevo,7,4,4.8,Podría mejorar los tiempos de espera.
840,2024-06-21,Web,Centro,Nuevo,9,4,3.3,"Muy buena atención, resolvieron rápido."
841,2024-06-18,App,Norte,Nuevo,9,5,4.7,Todo funcionó como esperaba.
842,2024-06-19,Sucursal,Sur,Nuevo,7,4,2.1,Podría mejorar los tiempos de espera.
843,2024-06-18,Sucursal,Oeste,VIP,9,5,4.3,Todo funcionó como esperaba.
844,2024-06-17,Call Center,Este,Nuevo,6,4,6,"Mala comunicación, muy frustrante."
845,2024-06-18,Sucursal,Sur,Nuevo,7,4,3.6,Cumplió lo básico.
846,2024-06-21,Web,Centro,VIP,7,4,2.6,Podría mejorar los tiempos de espera.
847,2024-06-23,Sucursal,Oeste,VIP,9,4,2.6,"Muy buena atención, resolvieron rápido."
848,2024-06-18,App,Centro,Recurrente,7,4,4.4,Cumplió lo básico.
849,2024-06-22,App,Centro,Nuevo,7,4,1.2,Podría mejorar los tiempos de espera.
850,2024-06-21,App,Centro,Nuevo,8,5,1.9,Podría mejorar los tiempos de espera.
851,2024-06-19,Web,Sur,Recurrente,8,4,3.5,Cumplió lo básico.
852,2024-06-23,App,Centro,VIP,9,5,3,"Muy buena atención, resolvieron rápido."
853,2024-06-23,Call Center,Sur,VIP,6,3,2.9,"Pésima atención, no lo recomiendo."
854,2024-06-19,Web,Centro,Nuevo,8,4,3.8,"El servicio estuvo bien, sin más."
855,2024-06-20,Sucursal,Este,VIP,7,4,3,Cumplió lo básico.
856,2024-06-20,Web,Oeste,Recurrente,7,3,4.2,Cumplió lo básico.
857,2024-06-22,Web,Este,Nuevo,6,3,4.3,"Mala comunicación, muy frustrante."
858,2024-06-20,Call Center,Sur,VIP,5,3,5.8,No resolvieron mi problema.
859,2024-06-25,Sucursal,Este,Nuevo,7,4,41,"El servicio estuvo bien, sin más."
860,2024-06-23,Call Center,Norte,Nuevo,4,3,2.6,"Pésima atención, no lo recomiendo."
861,2024-06-26,Web,Centro,Nuevo,8,4,1,"El servicio estuvo bien, sin más."
862,2024-06-20,Sucursal,Norte,Recurrente,8,4,1.9,"El servicio estuvo bien, sin más."
863,2024-06-21,Web,Oeste,VIP,9,4,44,El equipo fue muy amable y claro.
864,2024-06-27,Web,Sur,Nuevo,7,4,4.6,Cumplió lo básico.
865,2024-06-25,Sucursal,Oeste,VIP,8,5,5,Podría mejorar los tiempos de espera.
866,2024-06-23,Web,Oeste,Recurrente,6,3,3.3,"Mala comunicación, muy frustrante."
867,2024-06-22,Web,Este,VIP,7,4,4.5,Cumplió lo básico.
868,2024-06-25,Web,Norte,Recurrente,8,4,1.7,Ni bueno ni malo.
869,2024-06-27,Call Center,Norte,VIP,7,3,5.3,Ni bueno ni malo.
870,2024-06-28,Call Center,Este,VIP,5,3,5.3,"Mala comunicación, muy frustrante."
871,2024-06-23,App,Este,Recurrente,8,5,2.7,Ni bueno ni malo.
872,2024-06-28,Sucursal,Oeste,VIP,9,4,1.5,"Excelente servicio, volvería a comprar."
873,2024-06-25,Sucursal,Centro,Recurrente,7,4,1.3,Podría mejorar los tiempos de espera.
874,2024-06-23,Web,Centro,VIP,7,4,2.9,"El servicio estuvo bien, sin más."
875,2024-06-28,Web,Sur,Nuevo,9,5,3.5,Todo funcionó como esperaba.
876,2024-06-23,Sucursal,Centro,Recurrente,7,4,4,Podría mejorar los tiempos de espera.
877,2024-06-29,App,Oeste,Recurrente,7,3,1.4,Ni bueno ni malo.
878,2024-06-29,Web,Centro,Recurrente,8,5,4.8,Cumplió lo básico.
879,2024-06-24,App,Centro,Nuevo,9,4,3,El equipo fue muy amable y claro.
880,2024-06-28,Sucursal,Oeste,Nuevo,8,4,1.2,"El servicio estuvo bien, sin más."
881,2024-06-24,Sucursal,Centro,Recurrente,7,4,4.2,Cumplió lo básico.
882,2024-06-26,Call Center,Este,VIP,6,4,2.7,"Mala comunicación, muy frustrante."
883,2024-06-30,Sucursal,Centro,VIP,8,4,1.2,Podría mejorar los tiempos de espera.
884,2024-06-25,Web,Sur,Nuevo,8,4,5,Podría mejorar los tiempos de espera.
885,2024-06-30,App,Centro,Nuevo,8,4,1.7,Ni bueno ni malo.
886,2024-06-29,Web,Centro,Recurrente,8,4,4.4,"El servicio estuvo bien, sin más."
887,2024-06-28,App,Oeste,Nuevo,8,4,2,"El servicio estuvo bien, sin más."
888,2024-06-25,Web,Este,Nuevo,7,4,3.5,Cumplió lo básico.
889,2024-06-27,Web,Este,Nuevo,8,4,1.9,Cumplió lo básico.
890,2024-06-28,Web,Centro,Nuevo,9,5,2.2,El equipo fue muy amable y claro.
891,2024-07-01,Sucursal,Sur,Nuevo,8,4,1.5,Ni bueno ni malo.
892,2024-06-30,Web,Sur,Recurrente,8,4,4.6,Ni bueno ni malo.
893,2024-06-28,App,Centro,Nuevo,7,4,4.7,Podría mejorar los tiempos de espera.
894,2024-07-03,Call Center,Oeste,Recurrente,3,2,4.2,"Mala comunicación, muy frustrante."
895,2024-07-02,Call Center,Sur,Nuevo,3,2,5.1,Tuve que esperar demasiado tiempo.
896,2024-06-27,Sucursal,Centro,Recurrente,8,4,4.4,Cumplió lo básico.
897,2024-06-27,Web,Oeste,VIP,9,5,2.2,"Excelente servicio, volvería a comprar."
898,2024-06-27,Web,Norte,Recurrente,9,5,1.8,"Muy buena atención, resolvieron rápido."
899,2024-06-30,Sucursal,Norte,Recurrente,7,4,4.4,"El servicio estuvo bien, sin más."
900,2024-06-28,Sucursal,Norte,Recurrente,7,4,2.9,Podría mejorar los tiempos de espera.
901,2024-07-01,Call Center,Este,VIP,6,4,3.8,Tuve que esperar demasiado tiempo.
902,2024-07-04,Web,Norte,Nuevo,7,3,3.7,Cumplió lo básico.
903,2024-07-03,Call Center,Este,Recurrente,4,3,5.4,"Pésima atención, no lo recomiendo."
904,2024-07-04,Sucursal,Norte,VIP,8,4,4.1,Podría mejorar los tiempos de espera.
905,2024-07-03,Web,Oeste,VIP,8,4,1.2,Ni bueno ni malo.
906,2024-07-02,Call Center,Centro,Recurrente,5,4,5.7,"Mala comunicación, muy frustrante."
907,2024-07-02,Web,Oeste,Nuevo,8,4,2.1,Cumplió lo básico.
908,2024-06-30,Web,Este,Nuevo,7,4,3.9,Podría mejorar los tiempos de espera.
909,2024-07-02,Call Center,Oeste,Recurrente,6,3,4.1,"Pésima atención, no lo recomiendo."
910,2024-07-04,Web,Sur,Recurrente,7,4,3.3,"El servicio estuvo bien, sin más."
911,2024-06-30,Call Center,Este,Recurrente,6,3,4.4,"Mala comunicación, muy frustrante."
912,2024-06-30,Web,Oeste,VIP,7,4,2.4,Cumplió lo básico.
913,2024-07-06,Sucursal,Sur,VIP,10,4,42,El equipo fue muy amable y claro.
914,2024-07-02,App,Sur,VIP,9,4,2.4,"Excelente servicio, volvería a comprar."
915,2024-07-02,Call Center,Oeste,VIP,6,3,5.1,El proceso fue confuso y lento.
916,2024-07-01,Sucursal,Este,Recurrente,8,4,1.8,Podría mejorar los tiempos de espera.
917,2024-07-06,Sucursal,Este,VIP,8,4,1.8,Podría mejorar los tiempos de espera.
918,2024-07-07,Call Center,Este,VIP,5,3,6.3,No resolvieron mi problema.
919,2024-07-04,Web,Este,Recurrente,6,4,3.7,Tuve que esperar demasiado tiempo.
920,2024-07-05,Web,Este,Recurrente,7,4,3.5,Ni bueno ni malo.
921,2024-07-07,Sucursal,Norte,Nuevo,8,4,1.3,"El servicio estuvo bien, sin más."
922,2024-07-03,App,Este,VIP,7,4,1.9,Podría mejorar los tiempos de espera.
923,2024-07-03,Call Center,Centro,Recurrente,6,3,4,Tuve que esperar demasiado tiempo.
