fecha,categoria,region,canal,unidades,ingresos,costo,margen
2023-10-22,Electrónica,Sur,Tienda física,26,8638.15,5203.42,3434.73
2023-10-22,Alimentos,Norte,Tienda física,26,443.82,325.08,118.74
2023-10-22,Deportes,Norte,Marketplace,27,2307.42,1560.61,746.81
2023-10-22,Alimentos,Oeste,Tienda física,26,449.19,279.23,169.96
2023-10-24,Juguetes,Sur,Distribuidor,17,521.07,346.93,174.14
2023-10-24,Alimentos,Centro,Marketplace,32,557.69,332.51,225.18
2023-10-25,Alimentos,Este,E-commerce,34,652.3,385.21,267.09
2023-10-25,Juguetes,Centro,Tienda física,19,606.68,413.75,192.93
2023-10-26,Alimentos,Este,Tienda física,5,96.85,55.79,41.06
2023-10-26,Juguetes,Sur,E-commerce,13,423.75,258.95,164.8
2023-10-26,Juguetes,Sur,E-commerce,31,978.34,711.74,266.6
2023-10-26,Electrónica,Norte,E-commerce,6,1990.92,1426.75,564.17
2023-10-26,Juguetes,Sur,Distribuidor,24,795.56,500.78,294.78
2023-10-26,Deportes,Oeste,E-commerce,40,2757.67,1694.85,1062.82
2023-10-28,Electrónica,Norte,E-commerce,17,5931.95,3746.41,2185.54
2023-10-30,Deportes,Centro,Distribuidor,36,2875.9,1876.87,999.03
2023-10-30,Alimentos,Centro,Tienda física,13,248.03,146.02,102.01
2023-10-30,Moda,Norte,E-commerce,16,833.1,554.48,278.62
2023-10-30,Electrónica,Norte,Distribuidor,21,6777.16,4290.06,2487.1
2023-10-30,Electrónica,Oeste,Marketplace,20,6187.62,4506.89,1680.73
2023-10-30,Electrónica,Sur,Tienda física,26,9273.41,5945.54,3327.87
2023-11-01,Hogar,Norte,E-commerce,28,2230.97,1591.65,639.32
2023-11-01,Juguetes,Norte,E-commerce,36,1409.89,1028.07,381.82
2023-11-01,Moda,Sur,Tienda física,40,2589.38,1490.39,1098.99
2023-11-03,Electrónica,Centro,E-commerce,6,1680.03,1170.39,509.64
2023-11-03,Electrónica,Centro,E-commerce,16,5219.47,2907.87,2311.6
2023-11-03,Electrónica,Centro,Tienda física,37,12482.69,8380.93,4101.76
2023-11-03,Alimentos,Centro,Tienda física,11,227.04,149.75,77.29
2023-11-04,Alimentos,Norte,Tienda física,22,427.11,259.09,168.02
2023-11-04,Hogar,Centro,Marketplace,32,2568.61,1739.15,829.46
2023-11-04,Juguetes,Sur,Distribuidor,14,501.14,318.04,183.1
2023-11-05,Alimentos,Norte,E-commerce,35,571.01,393.69,177.32
2023-11-05,Hogar,Este,Marketplace,34,2654.06,1898.03,756.03
2023-11-05,Electrónica,Oeste,Distribuidor,31,10991.43,6657.83,4333.6
2023-11-05,Alimentos,Norte,E-commerce,27,511.4,294.55,216.85
2023-11-05,Deportes,Oeste,E-commerce,25,1675.4,1011.18,664.22
2023-11-07,Electrónica,Norte,Marketplace,11,3743.54,2536.84,1206.7
2023-11-07,Electrónica,Sur,Distribuidor,23,7243.81,4361.57,2882.24
2023-11-08,Electrónica,Norte,Tienda física,28,8775.47,5150.49,3624.98
2023-11-09,Hogar,Norte,Tienda física,28,2875.31,2155.28,720.03
2023-11-09,Hogar,Oeste,Marketplace,39,3691.61,2667.34,1024.27
2023-11-10,Electrónica,Norte,Marketplace,40,13443.54,8604.28,4839.26
2023-11-11,Moda,Norte,E-commerce,41,2814.1,1762.3,1051.8
2023-11-11,Moda,Este,Distribuidor,27,1768.42,1046.32,722.1
2023-11-11,Electrónica,Oeste,Tienda física,18,6520.9,3916.78,2604.12
2023-11-11,Deportes,Oeste,Marketplace,37,2622.6,1463.32,1159.28
2023-11-11,Juguetes,Oeste,Marketplace,30,975.86,665.36,310.5
2023-11-12,Alimentos,Norte,E-commerce,28,517.58,379.84,137.74
2023-11-12,Moda,Oeste,Tienda física,8,451.11,248.94,202.17
2023-11-12,Electrónica,Oeste,Distribuidor,32,10484.17,7844.06,2640.11
2023-11-13,Alimentos,Norte,Tienda física,9,177.5,113.19,64.31
2023-11-13,Electrónica,Oeste,Tienda física,18,5125.72,3512.72,1613
2023-11-13,Juguetes,Oeste,Marketplace,13,397.39,248.51,148.88
2023-11-14,Deportes,Norte,Marketplace,35,2562.28,1899.43,662.85
2023-11-14,Juguetes,Norte,Marketplace,10,325.78,189.46,136.32
2023-11-15,Deportes,Sur,Marketplace,19,1226.72,880.37,346.35
2023-11-15,Alimentos,Norte,E-commerce,6,111.07,67.58,43.49
2023-11-16,Hogar,Centro,Marketplace,23,1940.72,1222.05,718.67
2023-11-16,Electrónica,Sur,Distribuidor,16,4558.61,2789.01,1769.6
2023-11-17,Electrónica,Norte,Distribuidor,24,6608.1,4376.43,2231.67
2023-11-17,Electrónica,Norte,E-commerce,27,8117.21,5702.27,2414.94
2023-11-17,Deportes,Sur,Distribuidor,7,472.89,277.49,195.4
2023-11-18,Electrónica,Oeste,Distribuidor,15,4849.22,3248.15,1601.07
2023-11-18,Electrónica,Norte,Marketplace,29,9151,6406.86,2744.14
2023-11-18,Juguetes,Norte,Tienda física,12,392.92,288.51,104.41
2023-11-19,Moda,Centro,E-commerce,37,2126.88,1277.77,849.11
2023-11-19,Electrónica,Norte,Distribuidor,37,11137.9,6662.17,4475.73
2023-11-19,Electrónica,Oeste,Tienda física,28,8935.57,5246.56,3689.01
2023-11-20,Hogar,Oeste,E-commerce,29,2400.1,1515.42,884.68
2023-11-20,Electrónica,Este,E-commerce,41,13575.81,9676.86,3898.95
2023-11-21,Juguetes,Norte,Distribuidor,33,1154.48,828.08,326.4
2023-11-21,Electrónica,Oeste,Marketplace,38,12537.7,8662.34,3875.36
2023-11-21,Electrónica,Oeste,Tienda física,30,10334.01,6126.8,4207.21
2023-11-21,Moda,Oeste,Distribuidor,29,1803.2,1256.89,546.31
2023-11-22,Electrónica,Norte,Tienda física,14,4306.22,2451.24,1854.98
2023-11-22,Electrónica,Norte,Tienda física,17,4773.07,3362.94,1410.13
2023-11-22,Electrónica,Centro,Marketplace,40,14133.68,7950.17,6183.51
2023-11-23,Deportes,Oeste,Marketplace,16,1243.27,833.38,409.89
2023-11-23,Alimentos,Norte,Tienda física,6,116.99,74.99,42
2023-11-24,Juguetes,Norte,Marketplace,40,1531.9,1059.14,472.76
2023-11-24,Alimentos,Este,Marketplace,30,575.42,351.96,223.46
2023-11-24,Alimentos,Oeste,Distribuidor,12,223.77,162.92,60.85
2023-11-25,Electrónica,Norte,Marketplace,22,6123.29,4126.62,1996.67
2023-11-25,Alimentos,Norte,Distribuidor,39,756.54,460.09,296.45
2023-11-25,Juguetes,Norte,E-commerce,5,167.23,99.36,67.87
2023-11-25,Hogar,Centro,Marketplace,6,462.36,338.05,124.31
2023-11-26,Hogar,Norte,Distribuidor,9,819.19,511.09,308.1
2023-11-26,Electrónica,Sur,Distribuidor,7,2269.33,1571.76,697.57
2023-11-26,Electrónica,Oeste,E-commerce,17,5221.81,3069.37,2152.44
2023-11-26,Moda,Norte,Distribuidor,24,1457.84,1065.35,392.49
2023-11-29,Electrónica,Norte,E-commerce,19,6234.94,4409.32,1825.62
2023-11-29,Electrónica,Este,E-commerce,7,2414.68,1550.7,863.98
2023-11-29,Juguetes,Norte,E-commerce,28,852.23,583.89,268.34
2023-11-30,Alimentos,Centro,E-commerce,8,152.6,93.06,59.54
2023-12-01,Juguetes,Norte,E-commerce,39,1284.42,833.32,451.1
2023-12-02,Electrónica,Norte,Tienda física,40,14650.04,10288.78,4361.26
2023-12-02,Electrónica,Norte,Tienda física,43,15656.18,8858.59,6797.59
2023-12-03,Deportes,Norte,E-commerce,42,2758.29,1731.88,1026.41
2023-12-04,Electrónica,Norte,Marketplace,28,10161.82,6094.46,4067.36
2023-12-04,Electrónica,Sur,Distribuidor,17,4636.07,3465.93,1170.14
2023-12-05,Deportes,Norte,Distribuidor,10,659.52,407.08,252.44
2023-12-05,Hogar,Este,Distribuidor,9,842.26,554.52,287.74
2023-12-05,Moda,Este,Distribuidor,8,423.82,295.36,128.46
2023-12-06,Electrónica,Este,Tienda física,46,14405.8,10631.68,3774.12
2023-12-06,Electrónica,Oeste,Tienda física,24,7548.9,4861.11,2687.79
2023-12-07,Deportes,Este,Tienda física,36,2383.25,1597.2,786.05
2023-12-08,Electrónica,Norte,E-commerce,37,12513.93,7937.27,4576.66
2023-12-08,Deportes,Norte,Tienda física,45,3514.84,2144.27,1370.57
2023-12-08,Moda,Norte,E-commerce,30,1586.52,1104.33,482.19
2023-12-08,Juguetes,Norte,Marketplace,18,672.49,434.79,237.7
2023-12-09,Electrónica,Este,E-commerce,9,2636.01,1512.95,1123.06
2023-12-09,Deportes,Oeste,E-commerce,47,3491.78,2269.74,1222.04
2023-12-09,Electrónica,Norte,E-commerce,31,11032.98,6370.45,4662.53
2023-12-10,Hogar,Norte,Distribuidor,31,2991.84,2045.53,946.31
2023-12-10,Deportes,Centro,Marketplace,17,1325,878.08,446.92
2023-12-10,Hogar,Sur,Marketplace,11,1092.77,631.88,460.89
2023-12-11,Electrónica,Centro,Distribuidor,27,8217.31,6090.95,2126.36
2023-12-12,Electrónica,Oeste,Distribuidor,7,2509.87,1833.86,676.01
2023-12-12,Hogar,Sur,Distribuidor,33,2930.56,2179.3,751.26
2023-12-13,Electrónica,Centro,Distribuidor,17,5926.54,3909.17,2017.37
2023-12-13,Electrónica,Norte,Marketplace,37,11146.9,7923.79,3223.11
2023-12-13,Alimentos,Sur,Distribuidor,41,841.39,477.66,363.73
2023-12-14,Moda,Centro,Distribuidor,15,834.41,506.92,327.49
2023-12-14,Electrónica,Sur,Tienda física,35,11420.31,7585.66,3834.65
2023-12-14,Electrónica,Sur,Tienda física,43,14296.85,8732,5564.85
2023-12-14,Hogar,Norte,E-commerce,9,829.24,495.86,333.38
2023-12-15,Electrónica,Este,E-commerce,21,6232.11,4399.88,1832.23
2023-12-16,Deportes,Sur,Marketplace,15,1236.96,693.52,543.44
2023-12-16,Hogar,Norte,Tienda física,44,4240.08,2731.89,1508.19
2023-12-16,Alimentos,Norte,Marketplace,47,838.45,610.42,228.03
2023-12-16,Electrónica,Sur,Distribuidor,20,6255.56,4670.79,1584.77
2023-12-17,Juguetes,Oeste,Marketplace,39,1538.88,885.69,653.19
2023-12-18,Electrónica,Este,E-commerce,42,12320.4,6818.68,5501.72
2023-12-18,Electrónica,Este,Marketplace,16,4360.07,2478.79,1881.28
2023-12-19,Electrónica,Centro,E-commerce,41,13600.14,8316.02,5284.12
2023-12-19,Juguetes,Norte,E-commerce,35,1301.71,749.16,552.55
2023-12-19,Electrónica,Este,E-commerce,16,5270.54,3227.04,2043.5
2023-12-19,Juguetes,Sur,E-commerce,29,919.24,617.55,301.69
2023-12-20,Electrónica,Sur,Tienda física,34,9654.63,7103.89,2550.74
2023-12-20,Deportes,Norte,E-commerce,39,2617.76,1505.39,1112.37
2023-12-20,Electrónica,Sur,Distribuidor,19,6456.61,3752.21,2704.4
2023-12-21,Electrónica,Norte,Tienda física,24,8584.76,4948.34,3636.42
2023-12-21,Juguetes,Norte,Marketplace,47,1426.72,1009.85,416.87
2023-12-22,Juguetes,Sur,Distribuidor,12,369.92,274.08,95.84
2023-12-22,Electrónica,Sur,Distribuidor,38,10628.24,6508.75,4119.49
2023-12-22,Deportes,Norte,Marketplace,36,2504.57,1696.97,807.6
2023-12-22,Hogar,Norte,Distribuidor,35,3120.6,1922.87,1197.73
2023-12-23,Moda,Este,Distribuidor,10,660.29,494.7,165.59
2023-12-23,Deportes,Centro,Tienda física,29,2370.67,1747.1,623.57
2023-12-24,Electrónica,Norte,E-commerce,21,6459.92,4596.06,1863.86
2023-12-25,Electrónica,Centro,Distribuidor,8,2404.51,1642.52,761.99
2023-12-25,Electrónica,Este,Tienda física,30,10963.44,8165.77,2797.67
2023-12-25,Moda,Oeste,Distribuidor,15,891.28,576.86,314.42
2023-12-26,Electrónica,Centro,Marketplace,16,4376.57,2414.28,1962.29
2023-12-26,Electrónica,Norte,E-commerce,18,5794.08,3367.15,2426.93
2023-12-27,Electrónica,Oeste,E-commerce,39,12161.18,8349.88,3811.3
2023-12-27,Electrónica,Sur,E-commerce,22,8095.94,5962.22,2133.72
2023-12-28,Electrónica,Sur,Marketplace,36,10040.99,6156.17,3884.82
2023-12-30,Moda,Sur,Tienda física,37,2406.3,1565.73,840.57
2023-12-31,Alimentos,Norte,Tienda física,34,617.54,379.19,238.35
2023-12-31,Electrónica,Centro,Distribuidor,26,7203.27,4513.57,2689.7
2023-12-31,Alimentos,Este,Marketplace,38,697.16,413.35,283.81
2023-12-31,Electrónica,Norte,Distribuidor,30,11034.04,8173.68,2860.36
2024-01-01,Deportes,Centro,Tienda física,34,2856.74,1663.73,1193.01
2024-01-02,Electrónica,Centro,E-commerce,48,14579.89,8322.24,6257.65
2024-01-02,Hogar,Oeste,Tienda física,41,3895.53,2597.72,1297.81
2024-01-02,Electrónica,Oeste,E-commerce,49,16079.9,10207.22,5872.68
2024-01-02,Moda,Este,Tienda física,38,2045.11,1420.16,624.95
2024-01-03,Juguetes,Sur,Distribuidor,50,1621.25,1124.38,496.87
2024-01-03,Electrónica,Norte,Tienda física,10,2918.25,2173.91,744.34
2024-01-03,Juguetes,Norte,Distribuidor,47,1772.72,1306.55,466.17
2024-01-03,Electrónica,Sur,E-commerce,13,4117.64,2278.18,1839.46
2024-01-04,Alimentos,Oeste,Distribuidor,27,530.7,348.31,182.39
2024-01-05,Alimentos,Norte,E-commerce,38,581.87,369.19,212.68
2024-01-06,Juguetes,Norte,Distribuidor,47,1474.08,931.84,542.24
2024-01-06,Electrónica,Oeste,E-commerce,26,9282.79,5889.3,3393.49
2024-01-06,Moda,Centro,Marketplace,19,1103.39,824.1,279.29
2024-01-07,Moda,Norte,Marketplace,20,1251.35,779.27,472.08
2024-01-07,Hogar,Oeste,Distribuidor,55,4419.66,2480.85,1938.81
2024-01-07,Alimentos,Centro,Distribuidor,42,769.95,548.78,221.17
2024-01-07,Deportes,Oeste,Marketplace,37,2719.68,1864.64,855.04
2024-01-07,Juguetes,Sur,E-commerce,54,1990.8,1199.38,791.42
2024-01-08,Hogar,Centro,Tienda física,13,1340.38,869.1,471.28
2024-01-09,Hogar,Norte,Marketplace,55,5075.55,2870.75,2204.8
2024-01-09,Moda,Centro,Tienda física,13,703,517.35,185.65
2024-01-10,Electrónica,Oeste,Marketplace,7,2005.89,1276.7,729.19
2024-01-10,Electrónica,Norte,Tienda física,27,7833.53,5605.13,2228.4
2024-01-11,Hogar,Sur,Marketplace,31,2752.24,1554.39,1197.85
2024-01-11,Electrónica,Norte,Tienda física,23,8242.55,5127.28,3115.27
2024-01-11,Moda,Norte,Marketplace,19,1166.03,793.52,372.51
2024-01-11,Juguetes,Sur,E-commerce,18,637.98,416.72,221.26
2024-01-12,Moda,Sur,Tienda física,14,781.66,508.5,273.16
2024-01-12,Electrónica,Este,Distribuidor,35,11618.55,7109.15,4509.4
2024-01-12,Juguetes,Oeste,E-commerce,23,698.58,521.11,177.47
2024-01-12,Moda,Sur,Distribuidor,14,884.29,536.57,347.72
2024-01-12,Electrónica,Este,Distribuidor,36,10852.93,6968.52,3884.41
2024-01-12,Electrónica,Norte,Marketplace,11,3216.04,2105.89,1110.15
2024-01-13,Electrónica,Centro,Distribuidor,44,12044.59,8705.14,3339.45
2024-01-13,Hogar,Sur,Distribuidor,34,3487.64,2255.09,1232.55
2024-01-14,Deportes,Este,Tienda física,34,2794.85,1875.6,919.25
2024-01-15,Juguetes,Este,Distribuidor,24,804.85,514.06,290.79
2024-01-15,Electrónica,Centro,Distribuidor,23,7802.98,5434.65,2368.33
2024-01-16,Electrónica,Sur,Tienda física,12,3377.44,1936.9,1440.54
2024-01-17,Electrónica,Sur,E-commerce,15,4104.01,2509.79,1594.22
2024-01-17,Electrónica,Centro,Distribuidor,36,9825.79,5710.8,4114.99
2024-01-17,Hogar,Norte,Marketplace,45,4333.16,2654.67,1678.49
2024-01-17,Alimentos,Norte,E-commerce,49,819.9,562.38,257.52
2024-01-17,Electrónica,Norte,E-commerce,13,4576.29,2734.36,1841.93
2024-01-19,Deportes,Norte,E-commerce,27,2292.59,1540.09,752.5
2024-01-19,Moda,Norte,E-commerce,52,3237.28,1888.71,1348.57
2024-01-19,Deportes,Sur,Tienda física,36,2967.06,1818.32,1148.74
2024-01-20,Deportes,Centro,Distribuidor,22,1588.63,1031.27,557.36
2024-01-20,Electrónica,Sur,Tienda física,26,9475.46,5914.59,3560.87
2024-01-20,Alimentos,Sur,Tienda física,37,677.24,374.13,303.11
2024-01-22,Electrónica,Sur,Tienda física,28,9437.13,6456.35,2980.78
2024-01-22,Deportes,Este,Marketplace,42,2729.7,1513.89,1215.81
2024-01-23,Hogar,Sur,E-commerce,18,1383.97,932.28,451.69
2024-01-25,Electrónica,Centro,Distribuidor,8,2788.99,2039.79,749.2
2024-01-25,Electrónica,Centro,Marketplace,8,2177.37,1544.83,632.54
2024-01-25,Moda,Norte,Distribuidor,10,570.43,372.3,198.13
2024-01-25,Moda,Centro,Distribuidor,47,2413.34,1727.04,686.3
2024-01-26,Electrónica,Sur,Tienda física,18,5688.52,4221.56,1466.96
2024-01-26,Electrónica,Este,Tienda física,55,16182.65,12066.17,4116.48
2024-01-27,Electrónica,Centro,E-commerce,52,18304.68,11240.95,7063.73
2024-01-27,Electrónica,Norte,Tienda física,40,11212.16,7868.66,3343.5
2024-01-28,Electrónica,Norte,Tienda física,29,83039.76,6911.32,76128.44
2024-01-28,Electrónica,Sur,Distribuidor,9,3221.92,2081.36,1140.56
2024-01-28,Moda,Norte,Marketplace,46,3117.35,2236.76,880.59
2024-01-29,Deportes,Norte,Marketplace,46,3538.55,2262.97,1275.58
2024-01-30,Electrónica,Sur,E-commerce,36,11538.8,7054.91,4483.89
2024-01-30,Hogar,Centro,Tienda física,12,983.8,737.55,246.25
2024-01-31,Electrónica,Sur,Tienda física,30,8628.38,6229.36,2399.02
2024-01-31,Alimentos,Sur,Tienda física,24,459.02,323.63,135.39
2024-01-31,Hogar,Sur,Marketplace,12,1241.82,709.8,532.02
2024-01-31,Electrónica,Centro,E-commerce,32,10844.55,6155.7,4688.85
2024-01-31,Electrónica,Norte,Distribuidor,50,17167.96,12473.85,4694.11
2024-01-31,Electrónica,Oeste,E-commerce,26,9497.12,5354.44,4142.68
2024-01-31,Electrónica,Norte,E-commerce,41,14277.92,10556.71,3721.21
2024-01-31,Juguetes,Centro,Marketplace,16,518.85,354.69,164.16
2024-02-01,Hogar,Centro,Marketplace,61,5756.38,3196.94,2559.44
2024-02-01,Electrónica,Oeste,E-commerce,29,9629.6,6603.93,3025.67
2024-02-01,Deportes,Norte,Marketplace,35,2253.36,1421.08,832.28
2024-02-01,Deportes,Este,Tienda física,22,1488.27,1074.04,414.23
2024-02-01,Deportes,Centro,E-commerce,29,2436.08,1470.21,965.87
2024-02-01,Electrónica,Norte,Distribuidor,42,15231.67,10605.99,4625.68
2024-02-02,Electrónica,Norte,E-commerce,54,17578.96,9983.87,7595.09
2024-02-02,Moda,Este,Marketplace,45,2943.65,1870.54,1073.11
2024-02-02,Electrónica,Norte,E-commerce,45,12646.11,8402.84,4243.27
2024-02-02,Electrónica,Norte,Tienda física,21,6715.6,4253.95,2461.65
2024-02-03,Electrónica,Norte,E-commerce,57,15784.57,9006.27,6778.3
2024-02-03,Deportes,Centro,Distribuidor,22,1738.16,1029.94,708.22
2024-02-03,Electrónica,Oeste,Tienda física,8,2203.07,1223.55,979.52
2024-02-03,Juguetes,Oeste,Marketplace,62,1915.27,1194.41,720.86
2024-02-05,Deportes,Sur,Distribuidor,24,1848.69,1145.56,703.13
2024-02-05,Electrónica,Norte,Marketplace,26,8160.06,5673.63,2486.43
2024-02-06,Hogar,Norte,Tienda física,26,2162.32,1463.86,698.46
2024-02-06,Electrónica,Norte,Marketplace,25,7197.87,4138.47,3059.4
2024-02-07,Moda,Norte,Distribuidor,13,887.06,497.53,389.53
2024-02-07,Alimentos,Centro,Tienda física,57,1033.79,598.95,434.84
2024-02-08,Electrónica,Sur,Distribuidor,28,8719.29,6218.08,2501.21
2024-02-08,Electrónica,Norte,Tienda física,35,12395.46,9114.19,3281.27
2024-02-08,Moda,Sur,Marketplace,59,3060.24,2267.19,793.05
2024-02-08,Deportes,Sur,E-commerce,46,3824.83,2175.8,1649.03
2024-02-09,Electrónica,Norte,Marketplace,24,7288.19,4018.79,3269.4
2024-02-09,Moda,Sur,E-commerce,21,1152.84,650.75,502.09
2024-02-09,Deportes,Centro,Distribuidor,12,861.09,505.28,355.81
2024-02-09,Deportes,Sur,Tienda física,57,4545.38,3031.26,1514.12
2024-02-10,Electrónica,Sur,Tienda física,62,16997.11,10082.47,6914.64
2024-02-10,Electrónica,Norte,E-commerce,59,17186.36,11314.38,5871.98
2024-02-11,Hogar,Sur,Tienda física,18,1829.37,1247.96,581.41
2024-02-12,Electrónica,Sur,E-commerce,49,17786.23,10739.89,7046.34
2024-02-13,Electrónica,Centro,Marketplace,52,14491.33,8984.87,5506.46
2024-02-13,Moda,Oeste,Marketplace,53,3018.82,1813.58,1205.24
2024-02-14,Electrónica,Este,E-commerce,33,12011.74,8797.67,3214.07
2024-02-14,Electrónica,Sur,Distribuidor,41,11490.53,6719.37,4771.16
2024-02-15,Electrónica,Sur,E-commerce,61,17163.69,10205.67,6958.02
2024-02-16,Alimentos,Oeste,Tienda física,34,530.61,378.66,151.95
2024-02-18,Electrónica,Este,Distribuidor,27,9172.7,5457.22,3715.48
2024-02-18,Hogar,Norte,Tienda física,36,3031.03,1693.84,1337.19
2024-02-18,Electrónica,Norte,Distribuidor,25,7890.67,4351.03,3539.64
2024-02-18,Electrónica,Norte,Distribuidor,43,14234.73,8848.93,5385.8
2024-02-18,Electrónica,Norte,Marketplace,27,7690.36,4315.6,3374.76
2024-02-19,Deportes,Este,Tienda física,16,1228.36,796.47,431.89
2024-02-19,Alimentos,Norte,Tienda física,37,753.71,513.15,240.56
2024-02-20,Electrónica,Norte,E-commerce,54,17689.62,12011.32,5678.3
2024-02-20,Electrónica,Norte,Marketplace,38,12182.08,6720.92,5461.16
2024-02-20,Electrónica,Norte,Marketplace,28,9467.83,6884.7,2583.13
2024-02-21,Electrónica,Norte,Marketplace,57,19984.46,14363.42,5621.04
2024-02-21,Juguetes,Norte,Distribuidor,42,1253.84,898.71,355.13
2024-02-22,Electrónica,Centro,Marketplace,53,15798.69,11230.72,4567.97
2024-02-22,Electrónica,Sur,E-commerce,18,4990.5,3622.8,1367.7
2024-02-23,Juguetes,Norte,Marketplace,10,359,200.5,158.5
2024-02-23,Alimentos,Centro,Distribuidor,59,1205.12,890.52,314.6
2024-02-24,Moda,Sur,E-commerce,41,2752.72,1983.51,769.21
2024-02-24,Moda,Centro,Tienda física,13,802.06,528.44,273.62
2024-02-24,Alimentos,Oeste,Distribuidor,27,419.2,256.38,162.82
2024-02-24,Moda,Este,Tienda física,54,3286.48,2140.87,1145.61
2024-02-25,Electrónica,Norte,E-commerce,20,5747.96,3215.85,2532.11
2024-02-26,Electrónica,Este,Distribuidor,45,13072.98,8832.53,4240.45
2024-02-27,Deportes,Centro,Marketplace,24,1969.54,1441.52,528.02
2024-02-27,Electrónica,Este,E-commerce,34,9666.9,7048.09,2618.81
2024-02-27,Alimentos,Sur,Marketplace,34,531.9,305.96,225.94
2024-02-27,Alimentos,Este,Distribuidor,47,900.55,635.86,264.69
2024-02-28,Deportes,Oeste,Distribuidor,49,3898.76,2442.28,1456.48
2024-02-28,Electrónica,Norte,Tienda física,30,10885.04,7633.2,3251.84
2024-02-28,Deportes,Centro,E-commerce,44,3777.42,2098.48,1678.94
2024-03-01,Electrónica,Centro,Marketplace,27,9777.58,6819.15,2958.43
2024-03-01,Alimentos,Norte,Tienda física,26,465.52,290.01,175.51
2024-03-01,Juguetes,Norte,Marketplace,23,727.44,506.29,221.15
2024-03-02,Juguetes,Norte,Marketplace,43,1701.52,978.81,722.71
2024-03-02,Electrónica,Norte,Tienda física,15,4144.46,2726.66,1417.8
2024-03-02,Moda,Norte,Tienda física,9,586.84,437.71,149.13
2024-03-03,Alimentos,Centro,E-commerce,56,954.62,670.65,283.97
2024-03-03,Juguetes,Centro,E-commerce,31,993.49,546.66,446.83
2024-03-04,Electrónica,Sur,Tienda física,39,13790.18,8972.26,4817.92
2024-03-04,Juguetes,Oeste,Marketplace,37,1228.46,843.66,384.8
2024-03-04,Deportes,Oeste,Tienda física,17,1345.14,840.2,504.94
2024-03-05,Moda,Norte,E-commerce,19,1310.63,742.92,567.71
2024-03-06,Electrónica,Oeste,Distribuidor,28,9732.5,6739.15,2993.35
2024-03-06,Moda,Este,E-commerce,11,561.48,373.8,187.68
2024-03-06,Electrónica,Oeste,Distribuidor,61,16782.56,12145.89,4636.67
2024-03-07,Electrónica,Centro,E-commerce,46,14087.51,9316.85,4770.66
2024-03-07,Electrónica,Norte,Tienda física,40,11554.78,7798.19,3756.59
2024-03-08,Electrónica,Oeste,Distribuidor,8,2271.18,1679.96,591.22
2024-03-08,Deportes,Centro,Marketplace,39,2620.38,1941.69,678.69
2024-03-08,Alimentos,Oeste,Distribuidor,55,999.09,610.89,388.2
2024-03-09,Juguetes,Oeste,Marketplace,33,1195.77,666.78,528.99
2024-03-09,Alimentos,Norte,Distribuidor,18,299.7,178.15,121.55
2024-03-09,Electrónica,Sur,Distribuidor,33,9771.73,6206.46,3565.27
2024-03-09,Deportes,Norte,Marketplace,58,4640.03,3294.02,1346.01
2024-03-10,Hogar,Este,Tienda física,50,3896.88,2457.72,1439.16
2024-03-10,Juguetes,Norte,Marketplace,49,1655.59,1148.49,507.1
2024-03-11,Hogar,Norte,Tienda física,56,5146.34,3723.17,1423.17
2024-03-11,Moda,Sur,Distribuidor,54,3376.23,2045.11,1331.12
2024-03-11,Electrónica,Sur,E-commerce,23,7156.3,4876.86,2279.44
2024-03-11,Alimentos,Norte,E-commerce,41,667.29,382.59,284.7
2024-03-11,Juguetes,Centro,Marketplace,10,313.43,179.29,134.14
2024-03-12,Moda,Norte,Marketplace,30,1741.53,1160.36,581.17
2024-03-14,Alimentos,Oeste,Distribuidor,23,430.5,269.42,161.08
2024-03-14,Electrónica,Oeste,Tienda física,25,7478.64,4459.88,3018.76
2024-03-14,Electrónica,Este,Distribuidor,16,5468.52,3159.54,2308.98
2024-03-14,Electrónica,Norte,Distribuidor,8,2227.34,1667.13,560.21
2024-03-16,Hogar,Norte,Marketplace,45,3839.08,2168.3,1670.78
2024-03-16,Deportes,Centro,E-commerce,61,4213.64,3044.47,1169.17
2024-03-17,Electrónica,Norte,Marketplace,44,12739.38,8882.59,3856.79
2024-03-17,Hogar,Norte,Distribuidor,44,4364.94,2450.76,1914.18
2024-03-17,Electrónica,Centro,Marketplace,29,9664.09,7064.14,2599.95
2024-03-17,Alimentos,Centro,Marketplace,54,835.76,503.27,332.49
2024-03-18,Moda,Norte,Marketplace,23,1443.95,934.57,509.38
2024-03-18,Juguetes,Norte,Distribuidor,17,547.21,366.26,180.95
2024-03-18,Moda,Norte,Tienda física,31,1793.78,1307.8,485.98
2024-03-18,Deportes,Norte,E-commerce,21,1686.54,1069.92,616.62
2024-03-20,Hogar,Sur,Tienda física,60,5545.19,3365.64,2179.55
2024-03-20,Hogar,Este,Tienda física,13,1150.49,823.66,326.83
2024-03-21,Juguetes,Norte,Distribuidor,21,645.77,454.97,190.8
2024-03-21,Electrónica,Oeste,E-commerce,17,5215.81,2889.49,2326.32
2024-03-21,Electrónica,Centro,Distribuidor,23,6889.62,4154.45,2735.17
2024-03-21,Juguetes,Centro,Marketplace,57,1766.61,1125.57,641.04
2024-03-21,Electrónica,Sur,Distribuidor,65,21733.14,14540.22,7192.92
2024-03-21,Electrónica,Norte,E-commerce,39,13234.83,9668.43,3566.4
